"xmin","ks"
50,0.289340420088955
100,0.237805474973657
150,0.202873300875907
200,0.180173482865804
250,0.163579144624159
300,0.149524870982992
350,0.138213392402319
400,0.128914953258534
450,0.120643083883008
500,0.117749209387236
550,0.114373525064763
600,0.111440555469246
650,0.108908270111736
700,0.108062416819439
750,0.107148488216245
800,0.106712516438288
850,0.105089381687305
900,0.104816558404356
950,0.103856893668442
1000,0.103065246767106
1050,0.103449816455023
1100,0.102407868760204
1150,0.100369779882011
1200,0.0992349916686393
1250,0.0979840412009321
1300,0.0973046832713115
1350,0.0963593739865645
1400,0.0950376649265799
1450,0.0934295768144133
1500,0.0915013981136378
1550,0.0898784639349127
1600,0.0894499046260552
1650,0.0891925172224354
1700,0.088621418546138
1750,0.0876833800318972
1800,0.0866711339600005
1850,0.0859762036903622
1900,0.0859229669278418
1950,0.0849721161263864
2000,0.0844591093607697
2050,0.084211190337377
2100,0.0842932492764002
2150,0.0836520330734028
2200,0.0838447741033625
2250,0.0838102767998952
2300,0.0836463789895861
2350,0.0826574946003862
2400,0.0823567083611337
2450,0.0829753380572689
2500,0.0840095699931723
2550,0.0838413762851036
2600,0.083653003350326
2650,0.0836186710767497
2700,0.0819213578004563
2750,0.0802877722527797
2800,0.0789180959555448
2850,0.0772559026706158
2900,0.0772812774507962
2950,0.0774187226846877
3000,0.0759223268539668
3050,0.0756905614620383
3100,0.0755633369633464
3150,0.0750944812884762
3200,0.0744788848837953
3250,0.0747451559909599
3300,0.074018385802932
3350,0.0741476136540494
3400,0.0740046070432118
3450,0.0738888115953755
3500,0.0732959906931445
3550,0.0735464049355128
3600,0.0734246262527066
3650,0.0739383718796486
3700,0.0740662004402484
3750,0.0747531018182496
3800,0.074558016991569
3850,0.0742065107199074
3900,0.0742877669526926
3950,0.0742193442851016
4000,0.0732709542142088
4050,0.0734200297658186
4100,0.0734220836412864
4150,0.0726359725514774
4200,0.0728200366060139
4250,0.0725869963038036
4300,0.072520434731633
4350,0.0723253670858721
4400,0.0717478686476414
4450,0.0720227853561755
4500,0.0720776478018783
4550,0.0727397855712423
4600,0.0725758682127168
4650,0.0716934912817733
4700,0.0711606538736234
4750,0.0710945775048528
4800,0.0702611280524653
4850,0.0707182474264974
4900,0.0712287415702528
4950,0.0717876947708207
5000,0.0711636711478049
5050,0.0718120409683964
5100,0.0713184830723564
5150,0.0715740106430446
5200,0.0722557180929227
5250,0.0723440733166729
5300,0.0719180424834919
5350,0.0723446638214129
5400,0.070516795031011
5450,0.0717500189188292
5500,0.0720124986845428
5550,0.0705886713074401
5600,0.0697858288758248
5650,0.0696393209404425
5700,0.0680072275580136
5750,0.0680695685342399
5800,0.0672900787054578
5850,0.0666964747998019
5900,0.0666781307395827
5950,0.066514455321639
6000,0.0650124685656195
6050,0.0638944463307756
6100,0.0646170766598186
6150,0.0624750964209508
6200,0.0613835387982949
6250,0.0608679008627208
6300,0.0599790821722643
6350,0.0602932121469081
6400,0.0602572215646038
6450,0.0589978573396147
6500,0.0596721362198052
6550,0.0597565709673623
6600,0.0585778834501222
6650,0.0576498414904421
6700,0.0573020573004281
6750,0.0569755698772577
6800,0.055645604242098
6850,0.0557633924938292
6900,0.0538545666811351
6950,0.0542575942435195
7000,0.0540893188069918
7050,0.0531532276982425
7100,0.0531571358527846
7150,0.0528568850190207
7200,0.0517331761864672
7250,0.0509307089992686
7300,0.0506380828394453
7350,0.0505356787707283
7400,0.0508205634461812
7450,0.0507708548536296
7500,0.0495966955544374
7550,0.0491836212845076
7600,0.0493784984937593
7650,0.0487921207801718
7700,0.0477982006163769
7750,0.0473112271056694
7800,0.0468304515053678
7850,0.046354631661356
7900,0.0454800372804888
7950,0.0460528299045864
8000,0.0458259431568974
8050,0.0456187003904853
8100,0.0452074672043712
8150,0.0443518959634966
8200,0.0428000425815406
8250,0.0428697998711683
8300,0.0422512046553551
8350,0.042135516610497
8400,0.0412894870640111
8450,0.0396778584990577
8500,0.0390820271031296
8550,0.0387586841795914
8600,0.0387289876906932
8650,0.0390126026396046
8700,0.0382053228373552
8750,0.0376919953406568
8800,0.037786661530971
8850,0.0373163368435466
8900,0.0365575610005957
8950,0.0351810249111341
9000,0.0347491333818027
9050,0.0356434774944604
9100,0.0356139256363245
9150,0.0352814735155967
9200,0.0346268329675492
9250,0.035765553695143
9300,0.0362652659568261
9350,0.0368279725984314
9400,0.0332825184555232
9450,0.032735915651458
9500,0.0318213398206823
9550,0.030521388115269
9600,0.0292178424850825
9650,0.0284470136761938
9700,0.0286680035958459
9750,0.0288998729271559
9800,0.0288956786032935
9850,0.0290648873147492
9900,0.0291506335593794
9950,0.0289725781758819
10000,0.0291629882568785
10050,0.0296582618882677
10100,0.029674802286602
10150,0.0299035482739833
10200,0.0299290041712306
10250,0.0300720559463016
10300,0.029997373071698
10350,0.0295784306384053
10400,0.0292711945988421
10450,0.0290756069426442
10500,0.0292448908392913
10550,0.0295529010194616
10600,0.0298781161299507
10650,0.0294230618877991
10700,0.0292303653328039
10750,0.0289010712406922
10800,0.0291299597620454
10850,0.0296648510913361
10900,0.0293322480519977
10950,0.0291481321856188
11000,0.0283497656259118
11050,0.0281616130721572
11100,0.0287738721776332
11150,0.0289237754941324
11200,0.0290872506740815
11250,0.0289193543398904
11300,0.0284008491707461
11350,0.0282325998777304
11400,0.0278853948666399
11450,0.0277223404017565
11500,0.0281321352104371
11550,0.0279833565141807
11600,0.0286325415918227
11650,0.0301518682303856
11700,0.030044166942415
11750,0.0301601629662147
11800,0.0307403336236438
11850,0.0304373774924355
11900,0.0303653454321319
11950,0.030539354503437
12000,0.0302483009181932
12050,0.0304472764959435
12100,0.0299141678107157
12150,0.029628982058631
12200,0.0306451894091136
12250,0.0309137229249793
12300,0.0303865995830035
12350,0.0301315757181046
12400,0.0295995354255461
12450,0.0307766890708455
12500,0.0308377544665648
12550,0.0318155413891814
12600,0.0303975479520475
12650,0.0304958942624018
12700,0.0312417610130917
12750,0.0313838200073276
12800,0.0318723953942736
12850,0.0317206894929914
12900,0.0326013025590141
12950,0.0324781541706973
13000,0.0323642445485646
13050,0.0322596297288973
13100,0.0325334542221704
13150,0.0335829259238398
13200,0.0327695644909868
13250,0.0315653086964077
13300,0.0307410627454334
13350,0.0307381670532289
13400,0.0322635328549305
13450,0.0330893692561011
13500,0.034383491755777
13550,0.0361754553084185
13600,0.0349496983226131
13650,0.0350477218654399
13700,0.0356179406137709
13750,0.0380878080845158
13800,0.0373277544116616
13850,0.0380106384987919
13900,0.0372576201878496
13950,0.0379908850292579
14000,0.0382554253280677
14050,0.0380309197359069
14100,0.0388586758006367
14150,0.0381355423043863
14200,0.0379455174512797
14250,0.0361408837777995
14300,0.0343193597449395
14350,0.0335989253112621
14400,0.0325986177974804
14450,0.0343390651493347
14500,0.0337236413938216
14550,0.0336391278740258
14600,0.0326272894663867
14650,0.0311369277623429
14700,0.0310552439867048
14750,0.0309842920792098
14800,0.0309266580301387
14850,0.0313758855624708
14900,0.0308423840977636
14950,0.0318463554322151
15000,0.0313284619995376
15050,0.0340054659580152
15100,0.0340631795527893
15150,0.0330348075967518
15200,0.0325546080787518
15250,0.0326394233009057
15300,0.0321703025246644
15350,0.0328618157788318
15400,0.0335866534806162
15450,0.0325533900249614
15500,0.0339313654576414
15550,0.0341317581309999
15600,0.0349783446802324
15650,0.0358648472888135
15700,0.0348492351971447
15750,0.033827432425761
15800,0.0334563470502729
15850,0.0357729404447958
15900,0.0368102305648191
15950,0.0365009158851079
16000,0.0361992893572697
16050,0.0359060793506711
16100,0.0349027730539248
16150,0.0346185180856877
16200,0.0328800935742138
16250,0.0318616037892001
16300,0.0323279049491479
16350,0.0313098792034273
16400,0.030287051020924
16450,0.0307987491105714
16500,0.0313402185502007
16550,0.0319137979257049
16600,0.0301080564269766
16650,0.0274838183267522
16700,0.027262882668828
16750,0.0262332384796122
16800,0.0268563064736929
16850,0.026672097922295
16900,0.0256500150267261
16950,0.0263424590015643
17000,0.0253273790945643
17050,0.0251876442969746
17100,0.0250629316573046
17150,0.0231553839908511
17200,0.0230404333709928
17250,0.0211113401825193
17300,0.0210062689705007
17350,0.0218533451089489
17400,0.0208487336285261
17450,0.0188826133419134
17500,0.0178617757127121
17550,0.01913426682001
17600,0.017911425846991
17650,0.0180421892819882
17700,0.0188703169715794
17750,0.0189822841014488
17800,0.0205318182093433
17850,0.0213644203404963
17900,0.0229349068264712
17950,0.0245169338172816
18000,0.0253683180030122
18050,0.0239460968762127
18100,0.0193318067784225
18150,0.0193233560725154
18200,0.020907177255019
18250,0.0216941683218642
18300,0.0216612697292344
18350,0.0224403536581047
18400,0.0223787299082191
18450,0.0223017768054692
18500,0.0230648232747532
18550,0.0229562191939915
18600,0.0245860087696309
18650,0.0235696170565262
18700,0.0252085723929122
18750,0.0268600337301904
18800,0.0257867594706103
18850,0.0265216507764983
18900,0.0253775661120385
18950,0.0270433161892075
19000,0.0268009479601038
19050,0.0275077924075546
19100,0.0272315031432201
19150,0.0269296407148381
19200,0.0276067473645964
19250,0.0292966207431547
19300,0.0310090728151646
19350,0.0337727453780758
19400,0.032386360228963
19450,0.0309416300515922
19500,0.0251272539831499
19550,0.0279017904875819
19600,0.028502267528404
19650,0.0268653672261724
19700,0.0240238737116766
19750,0.021075686587586
19800,0.0227374377773987
19850,0.0208526862069161
19900,0.0201073410268273
19950,0.0203398703339588
20000,0.0202679072614866
20050,0.0203086242891453
20100,0.0205517834316025
20150,0.0222104844030252
20200,0.0213183730848703
20250,0.0205887170867671
20300,0.0207300845792588
20350,0.021001450235105
20400,0.0212593103465738
20450,0.0211129187056911
20500,0.020966173485529
20550,0.0222725509210869
20600,0.0239348660620778
20650,0.0270037490552289
20700,0.0286939907260271
20750,0.0261329536128835
20800,0.0220296508662057
20850,0.0222152203431311
20900,0.0223854413417464
20950,0.0216703062500077
21000,0.0220041184693428
21050,0.0220797596077722
21100,0.0222378490973286
21150,0.0263072999122147
21200,0.0278796177849646
21250,0.028104113725709
21300,0.0297584654540286
21350,0.0271849106296889
21400,0.0245936299552436
